Tracker ID,Unit,Plant,Wiki page,Sponsor,Capacity (MW),Status,Region,Country,Subnational unit (province/state),Latitude,Longitude,Parent
G105118,Jiangyin Sulong power station Unit 6,Jiangyin Sulong power station,http://bit.ly/1NLa1aD,Jiangyin Power Investment Co (江阴电力投资有限公司) 25%; Jiangsu Power Development Co (江苏电力发展股份有限公司) 25.00%; Hero Asia (BVI) Co. Ltd (雄亚有限公司) 25.00%; Jiangsu Sanfangxiang Group (江苏三房巷集团有限公司) 16.70%; Jiangyin Maoyuan Investment Co (江阴茂源投资有限公司) 5.30%; Longyuan Power Group (龙源电力集团股份有限公司) 2.00%; Jiangsu New Changjiang Industry Group (江苏新长江实业集团有限公司) 1.00%.,330,Operating,East Asia,China,Jiangsu,31.9197802,120.2052277,"National Energy Investment Group (27%), Jiangyin Cogen Power (25%), Jiangsu Electric Power Development (25%), Jiangsu Sanfangxiang Group (17%), Jiangyin Maoyuan Investment (5%), Jiangsu New Changjiang Industry Group (1%)"
G112844,Jiangyin Xingcheng Special Steel Works Power Station Unit 1,Jiangyin Xingcheng Steel Works power station,http://bit.ly/2rddxLb,Jiangyin Xingcheng Special Steel Works Co.Ltd,50,Operating,East Asia,China,Jiangsu,31.951076,120.323724,CITIC Group
G112845,Jiangyin Xingcheng Special Steel Works Power Station Unit 2,Jiangyin Xingcheng Steel Works power station,http://bit.ly/2rddxLb,Jiangyin Xingcheng Special Steel Works Co.Ltd,50,Operating,East Asia,China,Jiangsu,31.951076,120.323724,CITIC Group
G105149,Jiawang power station Unit 1,Jiawang power station,http://bit.ly/1QH4t79,Shanghai Electric Power Co Ltd,135,Retired,East Asia,China,Jiangsu,34.4235984,117.4331631,State Power Investment Corporation
G105150,Jiawang power station Unit 2,Jiawang power station,http://bit.ly/1QH4t79,Shanghai Electric Power Co Ltd,135,Retired,East Asia,China,Jiangsu,34.4235984,117.4331631,State Power Investment Corporation
G105151,Jiawang power station Unit 3,Jiawang power station,http://bit.ly/1QH4t79,Shanghai Electric Power Co Ltd,135,Retired,East Asia,China,Jiangsu,34.4235984,117.4331631,State Power Investment Corporation
G105152,Jiawang power station Unit 4,Jiawang power station,http://bit.ly/1QH4t79,Shanghai Electric Power Co Ltd,135,Retired,East Asia,China,Jiangsu,34.4235984,117.4331631,State Power Investment Corporation
G105206,Jingling Sinopec power station Unit 1,Jingling Sinopec power station,http://bit.ly/1OKhOp2,Jinling Petrochemical Co,50,Operating,East Asia,China,Jiangsu,32.154362,118.9065429,Sinopec
G105207,Jingling Sinopec power station Unit 2,Jingling Sinopec power station,http://bit.ly/1OKhOp2,Jinling Petrochemical Co,50,Operating,East Asia,China,Jiangsu,32.154362,118.9065429,Sinopec
G105208,Jingling Sinopec power station Unit 3,Jingling Sinopec power station,http://bit.ly/1OKhOp2,Jinling Petrochemical Co,100,Operating,East Asia,China,Jiangsu,32.154362,118.9065429,Sinopec
G109814,Jiulong Paper Mill Hailong power station Unit 1,Jiulong Paper Mill Hailong power station,http://bit.ly/1mzDe1u,Hailong Paper (Taicang) Co Ltd,135,Operating,East Asia,China,Jiangsu,31.591284,121.250203,Nine Dragons Paper Holdings
G109815,Jiulong Paper Mill Hailong power station Unit 2,Jiulong Paper Mill Hailong power station,http://bit.ly/1mzDe1u,Hailong Paper (Taicang) Co Ltd,135,Operating,East Asia,China,Jiangsu,31.591284,121.250203,Nine Dragons Paper Holdings
G112846,Jiulong Paper Mill Jiulong power station Unit 1,Jiulong Paper Mill Jiulong power station,http://bit.ly/2rY5Fu9,Hailong Paper (Taicang) Co Ltd,50,Operating,East Asia,China,Jiangsu,31.591284,121.250203,Nine Dragons Paper Holdings
G112847,Jiulong Paper Mill Jiulong power station Unit 2,Jiulong Paper Mill Jiulong power station,http://bit.ly/2rY5Fu9,Hailong Paper (Taicang) Co Ltd,50,Operating,East Asia,China,Jiangsu,31.591284,121.250203,Nine Dragons Paper Holdings
G112848,Jiulong Paper Mill Jiulong power station Unit 3,Jiulong Paper Mill Jiulong power station,http://bit.ly/2rY5Fu9,Hailong Paper (Taicang) Co Ltd,50,Operating,East Asia,China,Jiangsu,31.591284,121.250203,Nine Dragons Paper Holdings
G112849,Jiulong Paper Mill Jiulong power station Unit 4,Jiulong Paper Mill Jiulong power station,http://bit.ly/2rY5Fu9,Hailong Paper (Taicang) Co Ltd,50,Operating,East Asia,China,Jiangsu,31.591284,121.250203,Nine Dragons Paper Holdings
G112850,Jiulong Paper Mill Jiulong power station Unit 5,Jiulong Paper Mill Jiulong power station,http://bit.ly/2rY5Fu9,Hailong Paper (Taicang) Co Ltd,60,Operating,East Asia,China,Jiangsu,31.591284,121.250203,Nine Dragons Paper Holdings
G112851,Jiulong Paper Mill Jiulong power station Unit 6,Jiulong Paper Mill Jiulong power station,http://bit.ly/2rY5Fu9,Hailong Paper (Taicang) Co Ltd,60,Operating,East Asia,China,Jiangsu,31.591284,121.250203,Nine Dragons Paper Holdings
G105548,Kanshan power station Unit 1,Kanshan power station,http://bit.ly/1QH4S9D,Shanghai Electric Power Co Ltd 55%; Jiangsu Guoxin Investment Group 20%; Jiangsu Energy Investment Group (owned by Xuzhou Mining Group) 20%; Xuzhou Huaxing Investment Co (徐州华兴投资有限公司) 5.00%.,600,Operating,East Asia,China,Jiangsu,34.4107323,117.5772591,"State Power Investment Corporation (55%), Jiangsu Guoxin Investment Group (20%), Xuzhou Mining Group (20%), Xuzhou Huaxing Investment (5%)"
G105549,Kanshan power station Unit 2,Kanshan power station,http://bit.ly/1QH4S9D,Shanghai Electric Power Co Ltd 55%; Jiangsu Guoxin Investment Group 20%; Jiangsu Energy Investment Group (owned by Xuzhou Mining Group) 20%; Xuzhou Huaxing Investment Co (徐州华兴投资有限公司) 5.00%.,600,Operating,East Asia,China,Jiangsu,34.4107323,117.5772591,"State Power Investment Corporation (55%), Jiangsu Guoxin Investment Group (20%), Xuzhou Mining Group (20%), Xuzhou Huaxing Investment (5%)"
G106285,Ligang-1 power station Unit 1,Ligang power station,http://bit.ly/1IfWavu,Jiangsu Lidian Energy Group,350,Operating,East Asia,China,Jiangsu,31.940813,120.0766476,"Sunspark Power Investment (56%), SDIC (17%), Xinbi Group (9%), Wuxi Huaguang Boiler (9%), Jiangsu Guoxin Investment Group (9%)"
G106286,Ligang-1 power station Unit 2,Ligang power station,http://bit.ly/1IfWavu,Jiangsu Lidian Energy Group,350,Operating,East Asia,China,Jiangsu,31.940813,120.0766476,"Sunspark Power Investment (56%), SDIC (17%), Xinbi Group (9%), Wuxi Huaguang Boiler (9%), Jiangsu Guoxin Investment Group (9%)"
G106287,Ligang-2 power station Unit 1,Ligang power station,http://bit.ly/1IfWavu,Jiangsu Lidian Energy Group,370,Operating,East Asia,China,Jiangsu,31.940813,120.0766476,"Sunspark Power Investment (56%), SDIC (17%), Xinbi Group (9%), Wuxi Huaguang Boiler (9%), Jiangsu Guoxin Investment Group (9%)"
G106288,Ligang-2 power station Unit 2,Ligang power station,http://bit.ly/1IfWavu,Jiangsu Lidian Energy Group,370,Operating,East Asia,China,Jiangsu,31.940813,120.0766476,"Sunspark Power Investment (56%), SDIC (17%), Xinbi Group (9%), Wuxi Huaguang Boiler (9%), Jiangsu Guoxin Investment Group (9%)"
G106289,Ligang-3 power station Unit 1,Ligang power station,http://bit.ly/1IfWavu,Jiangsu Lidian Energy Group,650,Operating,East Asia,China,Jiangsu,31.940813,120.0766476,"Sunspark Power Investment (63%), Xinbi Group (17%), Wuxi Local Electric Power (9%), Jiangsu Guoxin Investment Group (9%), Jiangyin Electric Power Investment (2%)"
G106290,Ligang-3 power station Unit 2,Ligang power station,http://bit.ly/1IfWavu,Jiangsu Lidian Energy Group,650,Operating,East Asia,China,Jiangsu,31.940813,120.0766476,"Sunspark Power Investment (63%), Xinbi Group (17%), Wuxi Local Electric Power (9%), Jiangsu Guoxin Investment Group (9%), Jiangyin Electric Power Investment (2%)"
G106291,Ligang-3 power station Unit 3,Ligang power station,http://bit.ly/1IfWavu,Jiangsu Lidian Energy Group,620,Operating,East Asia,China,Jiangsu,31.940813,120.0766476,"Sunspark Power Investment (63%), Xinbi Group (17%), Wuxi Local Electric Power (9%), Jiangsu Guoxin Investment Group (9%), Jiangyin Electric Power Investment (2%)"
G106292,Ligang-3 power station Unit 4,Ligang power station,http://bit.ly/1IfWavu,Jiangsu Lidian Energy Group,620,Operating,East Asia,China,Jiangsu,31.940813,120.0766476,"Sunspark Power Investment (63%), Xinbi Group (17%), Wuxi Local Electric Power (9%), Jiangsu Guoxin Investment Group (9%), Jiangyin Electric Power Investment (2%)"
G106407,Longgu Cogen power station Unit 1,Longgu Cogen power station,http://bit.ly/1PjUH7v,Jiangsu Tianyu Energy Chemical Group,55,Operating,East Asia,China,Jiangsu,34.952711,116.802924,"Jiangsu Tianyu Energy Chemical Group (99%), Pei County Asset Management (1%)"
G106408,Longgu Cogen power station Unit 2,Longgu Cogen power station,http://bit.ly/1PjUH7v,Jiangsu Tianyu Energy Chemical Group,55,Operating,East Asia,China,Jiangsu,34.952711,116.802924,"Jiangsu Tianyu Energy Chemical Group (99%), Pei County Asset Management (1%)"
G106505,Lüsigang power station Unit 1,Lusigang power station,http://bit.ly/1niD261,Datang International Power Generation Co 55%; China Datang 35%; Nantong State Owned Asset Investment Holdings Co (南通国有资产投资控股有限公司)10%.,660,Operating,East Asia,China,Jiangsu,32.05858,121.72669,"China Datang (90%), Nantong Asset Investment Holdings (10%)"
G106506,Lüsigang power station Unit 2,Lusigang power station,http://bit.ly/1niD261,Datang International Power Generation Co 55%; China Datang 35%; Nantong State Owned Asset Investment Holdings Co (南通国有资产投资控股有限公司)10%.,660,Operating,East Asia,China,Jiangsu,32.05858,121.72669,"China Datang (90%), Nantong Asset Investment Holdings (10%)"
G106507,Lüsigang power station Unit 3,Lusigang power station,http://bit.ly/1niD261,Datang International Power Generation Co 55%; China Datang 35%; Nantong State Owned Asset Investment Holdings Co (南通国有资产投资控股有限公司)10%.,660,Operating,East Asia,China,Jiangsu,32.05858,121.72669,"China Datang (90%), Nantong Asset Investment Holdings (10%)"
G106508,Lüsigang power station Unit 4,Lusigang power station,http://bit.ly/1niD261,Datang International Power Generation Co 55%; China Datang 35%; Nantong State Owned Asset Investment Holdings Co (南通国有资产投资控股有限公司)10%.,660,Operating,East Asia,China,Jiangsu,32.05858,121.72669,"China Datang (90%), Nantong Asset Investment Holdings (10%)"
G106509,Lüsigang power station Unit 5,Lusigang power station,http://bit.ly/1niD261,Datang International Power Generation Co 55%; China Datang 35%; Nantong State Owned Asset Investment Holdings Co (南通国有资产投资控股有限公司)10%.,1260,Shelved,East Asia,China,Jiangsu,32.05858,121.72669,"China Datang (90%), Nantong Asset Investment Holdings (10%)"
G106510,Lüsigang power station Unit 6,Lusigang power station,http://bit.ly/1niD261,Datang International Power Generation Co 55%; China Datang 35%; Nantong State Owned Asset Investment Holdings Co (南通国有资产投资控股有限公司)10%.,1260,Shelved,East Asia,China,Jiangsu,32.05858,121.72669,"China Datang (90%), Nantong Asset Investment Holdings (10%)"
G107230,Nanjing Chemical Industrial Park Cogen power station Unit 1,Nanjing Chemical Industrial Park Cogen power station,http://bit.ly/2s8wrzU,China Resources Power Construction Service Co (华润电力工程服务公司)65%; China Resources Power Holdings 25%; Nanjing Chemical Industrial Park Co (南京化学工业园有限公司) 10%.,55,Operating,East Asia,China,Jiangsu,32.2721426,118.8155268,"China Resources (90%), Nanjing Chemical Industry (10%)"
G107231,Nanjing Chemical Industrial Park Cogen power station Unit 2,Nanjing Chemical Industrial Park Cogen power station,http://bit.ly/2s8wrzU,China Resources Power Construction Service Co (华润电力工程服务公司)65%; Nanjing Chemical Industrial Park Co (南京化学工业园有限公司) 10%.,55,Operating,East Asia,China,Jiangsu,32.2721426,118.8155268,"China Resources (90%), Nanjing Chemical Industry (10%)"
G107232,Nanjing Chemical Industrial Park Cogen power station Unit 3,Nanjing Chemical Industrial Park Cogen power station,http://bit.ly/2s8wrzU,China Resources Power Construction Service Co (华润电力工程服务公司)65%; Nanjing Chemical Industrial Park Co (南京化学工业园有限公司) 10%.,300,Operating,East Asia,China,Jiangsu,32.2721426,118.8155268,"China Resources (90%), Nanjing Chemical Industry (10%)"
G107233,Nanjing Chemical Industrial Park Cogen power station Unit 4,Nanjing Chemical Industrial Park Cogen power station,http://bit.ly/2s8wrzU,China Resources Power Construction Service Co (华润电力工程服务公司)65%; Nanjing Chemical Industrial Park Co (南京化学工业园有限公司) 10%.,300,Operating,East Asia,China,Jiangsu,32.2721426,118.8155268,"China Resources (90%), Nanjing Chemical Industry (10%)"
G107240,Nanjing Huarun Thermal power station Unit 1,Nanjing Huarun Thermal power station,http://bit.ly/2s8qa7g,China Resources Power Construction Service Co (华润电力工程服务公司) 79%; Jiangsu Power Development Co (江苏电力发展股份有限公司) 10.00%; Nanjing Zijin Asset Management Co (南京紫金资产管理有限公司) 10.00%; Nanjing Xinxi Trade Industry Development Co (南京鑫西商贸实业发展有限公司) 1.00%.,135,Retired,East Asia,China,Jiangsu,31.9464701,118.6292727,"China Resources (79%), Jiangsu Electric Power Development (10%), Nanjing Zijin Asset Management (10%), Nanjing Xinxi Trade Industry Development (1%)"
G107241,Nanjing Huarun Thermal power station Unit 2,Nanjing Huarun Thermal power station,http://bit.ly/2s8qa7g,China Resources Power Construction Service Co (华润电力工程服务公司) 79%; Jiangsu Power Development Co (江苏电力发展股份有限公司) 10.00%; Nanjing Zijin Asset Management Co (南京紫金资产管理有限公司) 10.00%; Nanjing Xinxi Trade Industry Development Co (南京鑫西商贸实业发展有限公司) 1.00%.,135,Retired,East Asia,China,Jiangsu,31.9464701,118.6292727,"China Resources (79%), Jiangsu Electric Power Development (10%), Nanjing Zijin Asset Management (10%), Nanjing Xinxi Trade Industry Development (1%)"
G107242,Nanjing Huarun Thermal power station Unit 3,Nanjing Huarun Thermal power station,http://bit.ly/2s8qa7g,China Resources Power Construction Service Co (华润电力工程服务公司) 79%; Jiangsu Electric Power Development Co (江苏电力发展股份有限公司) 10.00%; Nanjing Zijin Asset Management Co (南京紫金资产管理有限公司) 10.00%; Nanjing Xinxi Trade Industry Development Co (南京鑫西商贸实业发展有限公司) 1.00%.,330,Operating,East Asia,China,Jiangsu,31.9464701,118.6292727,"China Resources (79%), Jiangsu Electric Power Development (10%), Nanjing Zijin Asset Management (10%), Nanjing Xinxi Trade Industry Development (1%)"
G107243,Nanjing Huarun Thermal power station Unit 4,Nanjing Huarun Thermal power station,http://bit.ly/2s8qa7g,China Resources Power Construction Service Co (华润电力工程服务公司) 79%; Jiangsu Power Development Co (江苏电力发展股份有限公司) 10.00%; Nanjing Zijin Asset Management Co (南京紫金资产管理有限公司) 10.00%; Nanjing Xinxi Trade Industry Development Co (南京鑫西商贸实业发展有限公司) 1.00%.,330,Operating,East Asia,China,Jiangsu,31.9464701,118.6292727,"China Resources (79%), Jiangsu Electric Power Development (10%), Nanjing Zijin Asset Management (10%), Nanjing Xinxi Trade Industry Development (1%)"
G113498,Nanjing Meishan 2,Nanjing Meishan power station,http://bit.ly/2BZejwf,"Meishan Iron & Steel Co, Ltd.",50,Operating,East Asia,China,Jiangsu,31.900741,118.614037,China Baowu Steel Group
G107236,Nanjing Meishan 3,Nanjing Meishan power station,http://bit.ly/2i0WyCw,"Meishan Iron & Steel Co, Ltd.",60,Operating,East Asia,China,Jiangsu,31.900741,118.614037,China Baowu Steel Group
G107237,Nanjing Mine power station Unit 1,Nanjing Mine power station,http://bit.ly/1OKiWsE,Jiangsu Energy Investment Group,300,Operating,East Asia,China,Jiangsu,34.373077,117.328877,Xuzhou Mining Group
G107238,Nanjing Mine power station Unit 2,Nanjing Mine power station,http://bit.ly/1OKiWsE,Jiangsu Energy Investment Group,300,Operating,East Asia,China,Jiangsu,34.373077,117.328877,Xuzhou Mining Group
G107239,Nanjing Refinery-2,Nanjing Refinery power station,http://bit.ly/20Av1wc,Jinling Petrochemical Co,50,Operating,East Asia,China,Jiangsu,32.16933,118.912592,Sinopec
G113884,Nanjing Xiexin power station unit 1,Nanjing Xiexin power station,https://bit.ly/2MBVuFo,Nanjing Xiexin Domestic Sludge Electricity Generation Co.,55,Retired,East Asia,China,Jiangsu,31.879208,118.835509,GCL Poly Energy Holdings
G113885,Nanjing Xiexin power station unit 2,Nanjing Xiexin power station,https://bit.ly/2K6Mt8Q,Nanjing Xiexin Domestic Sludge Electricity Generation Co.,55,Retired,East Asia,China,Jiangsu,31.879208,118.835509,GCL Poly Energy Holdings
G112751,Nanjing-2 Power Station Unit 1,Nanjing-2 power station,http://bit.ly/2gX4mrg,Nanjing Xingang Development Co,55,Retired,East Asia,China,Jiangsu,32.06,118.796,Nanjing Xingang Development Co
G112752,Nanjing-2 Power Station Unit 2,Nanjing-2 power station,http://bit.ly/2gX4mrg,Nanjing Xingang Development Co,55,Retired,East Asia,China,Jiangsu,32.06,118.796,Nanjing Xingang Development Co
G112753,Nanjing-2 Power Station Unit 3,Nanjing-2 power station,http://bit.ly/2gX4mrg,Nanjing Xingang Development Co,125,Retired,East Asia,China,Jiangsu,32.06,118.796,Nanjing Xingang Development Co
G112756,Nanya Cogen Power Station Unit 1,Nanya Cogen power station,http://bit.ly/2hGVdSp,Formosa Kunshan Cogen Co,56,Operating,East Asia,China,Jiangsu,31.333026,120.978375,Formosa Plastics Group
G112757,Nanya Cogen Power Station Unit 2,Nanya Cogen power station,http://bit.ly/2hGVdSp,Formosa Kunshan Cogen Co,56,Operating,East Asia,China,Jiangsu,31.333026,120.978375,Formosa Plastics Group
G113494,Nanya Cogen Power Station Unit 3,Nanya Cogen power station,http://bit.ly/2hGVdSp,Formosa Kunshan Cogen Co,36,Operating,East Asia,China,Jiangsu,31.333026,120.978375,Formosa Plastics Group
G112852,Singpu Chemicals Taixing power station Unit 1,Singpu Chemicals Taixing power station,http://bit.ly/1A7fCnn,Singpu Chemicals Ltd,60,Operating,East Asia,China,Jiangsu,32.152436,119.920879,Asiawide Chemicals
G112136,Singpu Chemicals Taixing power station Unit 2,Singpu Chemicals Taixing power station,http://bit.ly/1A7fCnn,Singpu Chemicals Ltd,50,Operating,East Asia,China,Jiangsu,32.152436,119.920879,Asiawide Chemicals
G112137,Singpu Chemicals Taixing power station Unit 3,Singpu Chemicals Taixing power station,http://bit.ly/1A7fCnn,Singpu Chemicals Ltd,50,Operating,East Asia,China,Jiangsu,32.152436,119.920879,Asiawide Chemicals
G109433,Sinopec Yangzi power station Unit 1,Sinopec Yangzi power station,http://bit.ly/1OKfm1I,Yangzi Petrochemical Co,60,Operating,East Asia,China,Jiangsu,32.2526328,118.7939874,Sinopec
G109434,Sinopec Yangzi power station Unit 2,Sinopec Yangzi power station,http://bit.ly/1OKfm1I,Yangzi Petrochemical Co,60,Operating,East Asia,China,Jiangsu,32.2526328,118.7939874,Sinopec
G109435,Sinopec Yangzi power station Unit 3,Sinopec Yangzi power station,http://bit.ly/1OKfm1I,Yangzi Petrochemical Co,60,Operating,East Asia,China,Jiangsu,32.2526328,118.7939874,Sinopec
G109436,Sinopec Yangzi power station Unit 4,Sinopec Yangzi power station,http://bit.ly/1OKfm1I,Yangzi Petrochemical Co,60,Operating,East Asia,China,Jiangsu,32.2526328,118.7939874,Sinopec
G109437,Sinopec Yangzi power station Unit 5,Sinopec Yangzi power station,http://bit.ly/1OKfm1I,Yangzi Petrochemical Co,60,Operating,East Asia,China,Jiangsu,32.2526328,118.7939874,Sinopec
G109438,Sinopec Yangzi power station Unit 6,Sinopec Yangzi power station,http://bit.ly/1OKfm1I,Yangzi Petrochemical Co,60,Operating,East Asia,China,Jiangsu,32.2526328,118.7939874,Sinopec
G109439,Sinopec Yizheng Plant power station Unit 1,Sinopec Yizheng Plant power station,http://bit.ly/1g0gUuZ,Yizheng Chemical Fiber Co,60,Operating,East Asia,China,Jiangsu,32.2757395,119.1062777,Sinopec
G109440,Sinopec Yizheng Plant power station Unit 2,Sinopec Yizheng Plant power station,http://bit.ly/1g0gUuZ,Yizheng Chemical Fiber Co,60,Operating,East Asia,China,Jiangsu,32.2757395,119.1062777,Sinopec
G109441,Sinopec Yizheng Plant power station Unit 3,Sinopec Yizheng Plant power station,http://bit.ly/1g0gUuZ,Yizheng Chemical Fiber Co,60,Operating,East Asia,China,Jiangsu,32.2757395,119.1062777,Sinopec
G109442,Sinopec Yizheng Plant power station Unit 4,Sinopec Yizheng Plant power station,http://bit.ly/1g0gUuZ,Yizheng Chemical Fiber Co,60,Operating,East Asia,China,Jiangsu,32.2757395,119.1062777,Sinopec
G113209,Suzhou Chang Chun Chemical Cogen power station,Suzhou Chang Chun Chemical Cogen power station,,CCPG Suzhou Chemical,50,Operating,East Asia,China,Jiangsu,31.742707,121.021813,Chang Chun Group
G112853,Suzhou Dongwu Cogen Power Station Unit 1,Suzhou Dongwu Cogen power station,http://bit.ly/2rY9fED,CS Public Utilities,50,Operating,East Asia,China,Jiangsu,31.254417,120.763352,CSSD (中新苏州工业园区开发股份有限公司)
G112854,Suzhou Susheng Cogen power station unit 3,Suzhou Susheng Cogen power station,http://bit.ly/2rY6VNF,Jiangsu Susheng Cogen Power Co,55,Operating,East Asia,China,Jiangsu,30.902188,120.671996,Jiangsu Hengli Group
G112855,Suzhou Susheng Cogen power station unit 4,Suzhou Susheng Cogen power station,http://bit.ly/2rY6VNF,Jiangsu Susheng Cogen Power Co,55,Operating,East Asia,China,Jiangsu,30.902188,120.671996,Jiangsu Hengli Group
G109816,Taicanggang power station Unit 1,Taicanggang power station,http://bit.ly/1mzDAFq,GCL-Poly Energy Holdings,135,Retired,East Asia,China,Jiangsu,31.5877264,121.2562908,"GCL Poly Energy Holdings (81%), China Resources (19%)"
G109817,Taicanggang power station Unit 2,Taicanggang power station,http://bit.ly/1mzDAFq,GCL-Poly Energy Holdings,135,Retired,East Asia,China,Jiangsu,31.5877264,121.2562908,"GCL Poly Energy Holdings (81%), China Resources (19%)"
G109818,Taicanggang power station Unit 3,Taicanggang power station,http://bit.ly/1mzDAFq,GCL-Poly Energy Holdings,330,Operating,East Asia,China,Jiangsu,31.5877264,121.2562908,"GCL Poly Energy Holdings (81%), China Resources (19%)"
G109819,Taicanggang power station Unit 4,Taicanggang power station,http://bit.ly/1mzDAFq,GCL-Poly Energy Holdings,330,Operating,East Asia,China,Jiangsu,31.5877264,121.2562908,"GCL Poly Energy Holdings (81%), China Resources (19%)"
G109820,Taicanggang power station Unit 5,Taicanggang power station,http://bit.ly/1mzDAFq,GCL-Poly Energy Holdings,320,Operating,East Asia,China,Jiangsu,31.5877264,121.2562908,"GCL Poly Energy Holdings (81%), China Resources (19%)"
G109821,Taicanggang power station Unit 6,Taicanggang power station,http://bit.ly/1mzDAFq,GCL-Poly Energy Holdings,320,Operating,East Asia,China,Jiangsu,31.5877264,121.2562908,"GCL Poly Energy Holdings (81%), China Resources (19%)"
G110137,Tianshenggan power station Unit 10,Tianshenggan power station,http://bit.ly/1mzAhOo,Guodian Longyuan Power Co.,137,Retired,East Asia,China,Jiangsu,32.0340368,120.7524867,National Energy Investment Group
G110138,Tianshenggan power station Unit 11,Tianshenggan power station,http://bit.ly/1mzAhOo,Guodian Longyuan Power Co.,137,Retired,East Asia,China,Jiangsu,32.0340368,120.7524867,National Energy Investment Group
G110139,Tianshenggan power station Unit 12,Tianshenggan power station,http://bit.ly/1mzAhOo,"Hero Asia (BVI) Co. Ltd, a third subsidiary of National Energy Investment Group 31.29%; Jiangsu Transportation Holding Co (江苏交通控股有限公司) 31.08%; Nantong Xinyuan Investment Development Co (南通新源投资发展有限公司)29.98%; Jiangsu Coastal Highway Management Co (江苏沿海高速公路管理有限公司) 3.50%; Jiangsu Suqian-Huai'an-Yancheng Highway Managenet Co (江苏宿淮盐高速公路管理有限公司) 3.50%, 龙源电力集团股份有限公司(a first subsidiary of National Energy Investment Group) 0.65%.",330,Operating,East Asia,China,Jiangsu,32.0340368,120.7524867,"National Energy Investment Group (32%), Jiangsu Transportation Holding (31%), Nantong Xinyuan Investment Development (30%), Jiangsu Coastal Highway Management (3.5%), Jiangsu Suqian-Huai'an-Yancheng Highway Management (3.5%)"
G110140,Tianshenggan power station Unit 13,Tianshenggan power station,http://bit.ly/1mzAhOo,"Hero Asia (BVI) Co. Ltd, a third subsidiary of National Energy Investment Group 31.29%; Jiangsu Transportation Holding Co (江苏交通控股有限公司) 31.08%; Nantong Xinyuan Investment Development Co (南通新源投资发展有限公司)29.98%; Jiangsu Coastal Highway Management Co (江苏沿海高速公路管理有限公司) 3.50%; Jiangsu Suqian-Huai'an-Yancheng Highway Managenet Co (江苏宿淮盐高速公路管理有限公司) 3.50%, 龙源电力集团股份有限公司(a first subsidiary of National Energy Investment Group) 0.65%.",330,Operating,East Asia,China,Jiangsu,32.0340368,120.7524867,"National Energy Investment Group (32%), Jiangsu Transportation Holding (31%), Nantong Xinyuan Investment Development (30%), Jiangsu Coastal Highway Management (3.5%), Jiangsu Suqian-Huai'an-Yancheng Highway Management (3.5%)"
G110141,Tianshenggan power station Unit 8,Tianshenggan power station,http://bit.ly/1mzAhOo,Guodian Longyuan Power Co.,137,Retired,East Asia,China,Jiangsu,32.0340368,120.7524867,National Energy Investment Group
G110142,Tianshenggan power station Unit 9,Tianshenggan power station,http://bit.ly/1mzAhOo,Guodian Longyuan Power Co.,137,Retired,East Asia,China,Jiangsu,32.0340368,120.7524867,National Energy Investment Group
G110489,UPM Changshu power station Unit 1,UPM Changshu power station,http://bit.ly/1mzC4TC,UPM Changshu Paper Mill,50,Operating,East Asia,China,Jiangsu,31.753521,121.005116,UPM
G110490,UPM Changshu power station Unit 2,UPM Changshu power station,http://bit.ly/1mzC4TC,UPM Changshu Paper Mill,50,Operating,East Asia,China,Jiangsu,31.753521,121.005116,UPM
G112856,Wuxi Rongcheng Paper Mill Power Station Unit 2,Wuxi Rongcheng Paper Mill power station,http://bit.ly/2rY7NSJ,LCP Wuxi Rongcheng Paper Industry Co Ltd,40,Operating,East Asia,China,Jiangsu,31.49,120.311,Long Chen Paper Co.
G111138,Xinhai power station Unit 1,Xinhai power station,http://bit.ly/1RKGy7M,Jiangsu Xinhai Power Co Ltd,220,Retired,East Asia,China,Jiangsu,34.57789,119.12671,"Jiangsu Guoxin Investment Group (90%), Lianyungang Investment (10%)"
G111139,Xinhai power station Unit 2,Xinhai power station,http://bit.ly/1RKGy7M,Jiangsu Xinhai Power Co Ltd,220,Retired,East Asia,China,Jiangsu,34.57789,119.12671,"Jiangsu Guoxin Investment Group (90%), Lianyungang Investment (10%)"
G111140,Xinhai power station Unit 3,Xinhai power station,http://bit.ly/1RKGy7M,Jiangsu Xinhai Power Co Ltd,330,Operating,East Asia,China,Jiangsu,34.57789,119.12671,"Jiangsu Guoxin Investment Group (90%), Lianyungang Investment (10%)"
G111141,Xinhai power station Unit 4,Xinhai power station,http://bit.ly/1RKGy7M,Jiangsu Xinhai Power Co Ltd,330,Operating,East Asia,China,Jiangsu,34.57789,119.12671,"Jiangsu Guoxin Investment Group (90%), Lianyungang Investment (10%)"
G111142,Xinhai power station Unit 5,Xinhai power station,http://bit.ly/1RKGy7M,Jiangsu Xinhai Power Co Ltd,1000,Operating,East Asia,China,Jiangsu,34.57789,119.12671,"Jiangsu Guoxin Investment Group (90%), Lianyungang Investment (10%)"
G111143,Xinhai power station Unit 6,Xinhai power station,http://bit.ly/1RKGy7M,Jiangsu Xinhai Power Co Ltd,1000,Operating,East Asia,China,Jiangsu,34.57789,119.12671,"Jiangsu Guoxin Investment Group (90%), Lianyungang Investment (10%)"
G111249,Xuzhou Chacheng power station Unit 1,Xuzhou Chacheng power station,http://bit.ly/1PjVVj4,Jiangsu Energy,55,Retired,East Asia,China,Jiangsu,34.4035337,117.1348669,Xuzhou Mining Group
