Tracker ID,Unit,Chinese name,Plant,Wiki page,Sponsor,Parent,Capacity (MW),Status,Region,Country,Subnational unit (province/state),Latitude,Longitude,Year
G113677,Jiamusi Zhongheng Cogen unit 1,佳木斯中恒热电厂,Jiamusi Zhongheng Cogen power station,http://bit.ly/2BoOPrv,Jiamusi Zhongheng Cogen Co,Jiamusi Zhongheng Cogen,75,Operating,East Asia,China,Heilongjiang,46.816831,130.288737,2012
G113830,Jiamusi Zhongheng Cogen unit 3,佳木斯中恒热电厂,Jiamusi Zhongheng Cogen power station,http://bit.ly/2BoOPrv,Jiamusi Zhongheng Cogen Co,Jiamusi Zhongheng Cogen,50,Operating,East Asia,China,Heilongjiang,46.816831,130.288737,2017
G112019,Jiamusi-1 power station Unit 11,华电佳木斯热电厂,Jiamusi-1 power station,http://bit.ly/2caAGkU,Huadian Energy Co. Ltd,China Huadian,100,Retired,East Asia,China,Heilongjiang,46.832222,130.403333,1978
G112020,Jiamusi-1 power station Unit 12,华电佳木斯热电厂,Jiamusi-1 power station,http://bit.ly/2caAGkU,Huadian Energy Co. Ltd,China Huadian,100,Retired,East Asia,China,Heilongjiang,46.832222,130.403333,1979
G112021,Jiamusi-1 power station Unit 13,华电佳木斯热电厂,Jiamusi-1 power station,http://bit.ly/2caAGkU,Huadian Energy Co. Ltd,China Huadian,100,Retired,East Asia,China,Heilongjiang,46.832222,130.403333,1989
G112022,Jiamusi-1 power station Unit 14,华电佳木斯热电厂,Jiamusi-1 power station,http://bit.ly/2caAGkU,Huadian Energy Co. Ltd,China Huadian,100,Retired,East Asia,China,Heilongjiang,46.832222,130.403333,1990
G105056,Jiamusi-2 power station Unit 1,大唐佳木斯第二发电厂,Jiamusi-2 power station,http://bit.ly/1KriOgm,Datang Heilongjiang Power Generation Co,China Datang,50,Retired,East Asia,China,Heilongjiang,46.8316835,130.4042462,
G105057,Jiamusi-2 power station Unit 2,大唐佳木斯第二发电厂,Jiamusi-2 power station,http://bit.ly/1KriOgm,Datang Heilongjiang Power Generation Co,China Datang,50,Retired,East Asia,China,Heilongjiang,46.8316835,130.4042462,
G105058,Jiamusi-2 power station Unit 3,大唐佳木斯第二发电厂,Jiamusi-2 power station,http://bit.ly/1KriOgm,Datang Heilongjiang Power Generation Co,China Datang,100,Retired,East Asia,China,Heilongjiang,46.8316835,130.4042462,
G105059,Jiamusi-2 power station Unit 4,华电佳木斯热电厂,Jiamusi-2 power station,http://bit.ly/1KriOgm,Huadian Energy Co. Ltd,China Huadian,300,Operating,East Asia,China,Heilongjiang,46.8316835,130.4042462,2008
G105060,Jiamusi-2 power station Unit 5,华电佳木斯热电厂,Jiamusi-2 power station,http://bit.ly/1KriOgm,Huadian Energy Co. Ltd,China Huadian,300,Operating,East Asia,China,Heilongjiang,46.8316835,130.4042462,2008
G105315,Jixi power station Unit 10,大唐鸡西热电公司,Jixi power station,http://bit.ly/1LrZYca,Datang Heilongjiang Power Generation Co 97.38%; Jixi Heating Co (鸡西市热力公司) 2.62%.,"China Datang (97%), Jixi Heating Supply (3%)",125,Operating,East Asia,China,Heilongjiang,45.3449202,130.8649605,2003
G105312,Jixi power station Unit 11,大唐鸡西第二热电公司,Jixi power station,http://bit.ly/1yrkzYO,Datang Heilongjiang Power Generation Co,China Datang,300,Operating,East Asia,China,Heilongjiang,45.3449202,130.8649605,2011
G105313,Jixi power station Unit 12,大唐鸡西第二热电公司,Jixi power station,http://bit.ly/1yrkzYO,Datang Heilongjiang Power Generation Co,China Datang,300,Operating,East Asia,China,Heilongjiang,45.3449202,130.8649605,2011
G113886,Jixi power station Unit 13,大唐鸡西热电公司,Jixi power station,http://bit.ly/1yrkzYO,Datang Heilongjiang Power Generation Co 97.38%; Jixi Heating Co (鸡西市热力公司) 2.62%.,"China Datang (97%), Jixi Heating Supply (3%)",85,Permitted,East Asia,China,Heilongjiang,45.3449202,130.8649605,
,Jixi power station Unit 8,大唐鸡西热电公司,Jixi power station,http://bit.ly/1yrkzYO,Datang Heilongjiang Power Generation Co 97.38%; Jixi Heating Co (鸡西市热力公司) 2.62%.,"China Datang (97%), Jixi Heating Supply (3%)",50,Retired,East Asia,China,Heilongjiang,45.3449202,130.8649605,1970
G105314,Jixi power station Unit 9,大唐鸡西热电公司,Jixi power station,http://bit.ly/1yrkzYO,Datang Heilongjiang Power Generation Co 97.38%; Jixi Heating Co (鸡西市热力公司) 2.62%.,"China Datang (97%), Jixi Heating Supply (3%)",125,Operating,East Asia,China,Heilongjiang,45.3449202,130.8649605,2003
G113047,Linkou Cogen power station Unit 1,林口热电联产,Linkou Cogen power station,http://bit.ly/2j9sSZ8,Linkou Hailang Cogen Co.,Linkou Hailang Cogen Co.,50,Construction,East Asia,China,Heilongjiang,45.288334,130.2637,
G106416,Longmay Jixi 3,龙煤鸡西煤矸石发电厂,Longmay Jixi power station,http://bit.ly/1KrjItc,Heilongjiang Longmay Mining,Heilongjiang Longmay Mining Group,135,Cancelled,East Asia,China,Heilongjiang,45.3605578,130.834143,
G106417,Longmay Shuangyashan 1,龙煤双鸭山低热值煤综合利用热电联产项目,Longmay Shuangyashan power station,http://bit.ly/1rfiPyE,Heilongjiang Longmay Mining,Heilongjiang Longmay Mining Group,350,Shelved,East Asia,China,Heilongjiang,46.643964,131.212207,
G106418,Longmay Shuangyashan 2,龙煤双鸭山低热值煤综合利用热电联产项目,Longmay Shuangyashan power station,http://bit.ly/1rfiPyE,Heilongjiang Longmay Mining,Heilongjiang Longmay Mining Group,350,Cancelled,East Asia,China,Heilongjiang,46.643964,131.212207,
G107068,Mudanjiang-2 No 1,华电牡丹江第二发电厂,Mudanjiang-2 power station,http://bit.ly/1Ls0DKF,Huadian Energy Co. Ltd,China Huadian,100,Retired,East Asia,China,Heilongjiang,44.65712,129.65038,1981
G107069,Mudanjiang-2 No 2,华电牡丹江第二发电厂,Mudanjiang-2 power station,http://bit.ly/1Ls0DKF,Huadian Energy Co. Ltd,China Huadian,100,Retired,East Asia,China,Heilongjiang,44.65712,129.65038,1981
G107070,Mudanjiang-2 No 3,华电牡丹江第二发电厂,Mudanjiang-2 power station,http://bit.ly/1Ls0DKF,Huadian Energy Co. Ltd,China Huadian,100,Retired,East Asia,China,Heilongjiang,44.65712,129.65038,1983
G107071,Mudanjiang-2 No 4,华电牡丹江第二发电厂,Mudanjiang-2 power station,http://bit.ly/1Ls0DKF,Huadian Energy Co. Ltd,China Huadian,100,Retired,East Asia,China,Heilongjiang,44.65712,129.65038,1985
G107072,Mudanjiang-2 No 5,华电牡丹江第二发电厂,Mudanjiang-2 power station,http://bit.ly/1Ls0DKF,Huadian Energy Co. Ltd,China Huadian,215,Operating,East Asia,China,Heilongjiang,44.65712,129.65038,1989
G107073,Mudanjiang-2 No 6,华电牡丹江第二发电厂,Mudanjiang-2 power station,http://bit.ly/1Ls0DKF,Huadian Energy Co. Ltd,China Huadian,215,Operating,East Asia,China,Heilongjiang,44.65712,129.65038,1991
G107074,Mudanjiang-2 No 7,华电牡丹江第二发电厂,Mudanjiang-2 power station,http://bit.ly/1Ls0DKF,Huadian Energy Co. Ltd,China Huadian,200,Operating,East Asia,China,Heilongjiang,44.65712,129.65038,1995
G107075,Mudanjiang-2 No 8,华电牡丹江第二发电厂,Mudanjiang-2 power station,http://bit.ly/1Ls0DKF,Huadian Energy Co. Ltd,China Huadian,300,Operating,East Asia,China,Heilongjiang,44.65712,129.65038,2010
G107076,Mudanjiang-2 No 9,华电牡丹江第二发电厂,Mudanjiang-2 power station,http://bit.ly/1Ls0DKF,Huadian Energy Co. Ltd,China Huadian,300,Operating,East Asia,China,Heilongjiang,44.65712,129.65038,2011
G108372,Qitaihe unit 1,龙煤七台河铁东煤矸石电厂一期,Qitaihe Tiedong power station,http://bit.ly/1e1jmzy,Longmay Mining,"Chenneng Investment Holding, Heilongjiang Longmay Mining Group",350,Shelved,East Asia,China,Heilongjiang,45.760883,131.196417,
G108373,Qitaihe unit 2,龙煤七台河铁东煤矸石电厂二期,Qitaihe Tiedong power station,http://bit.ly/1e1jmzy,Longmay Mining,"Chenneng Investment Holding, Heilongjiang Longmay Mining Group",350,Shelved,East Asia,China,Heilongjiang,45.760883,131.196417,
G109124,Shenhua Baoqing 1,神华国能宝清煤电化公司一期,Shenhua Baoqing power station,http://bit.ly/WgpJXM,Shenhua Guoneng Energy Group 90%; Baoqing County State-owned Asset Managment Co (宝清县国有资产经营有限责任公司) 10.00%.,"National Energy Investment Group (90%), Baoqing Asset Managment (10%)",600,Construction,East Asia,China,Heilongjiang,46.250035,132.54726,2019
G109125,Shenhua Baoqing 2,神华国能宝清煤电化公司一期,Shenhua Baoqing power station,http://bit.ly/WgpJXM,Shenhua Guoneng Energy Group 90%; Baoqing County State-owned Asset Managment Co (宝清县国有资产经营有限责任公司) 10.00%.,"National Energy Investment Group (90%), Baoqing Asset Managment (10%)",600,Construction,East Asia,China,Heilongjiang,46.250035,132.54726,2019
G109126,Shenhua Baoqing 3,神华国能宝清煤电化公司二期,Shenhua Baoqing power station,http://bit.ly/WgpJXM,Shenhua Guoneng Energy Group 90%; Baoqing County State-owned Asset Managment Co (宝清县国有资产经营有限责任公司) 10.00%.,"National Energy Investment Group (90%), Baoqing Asset Managment (10%)",1000,Shelved,East Asia,China,Heilongjiang,46.250035,132.54726,
G109127,Shenhua Baoqing 4,神华国能宝清煤电化公司二期,Shenhua Baoqing power station,http://bit.ly/WgpJXM,Shenhua Guoneng Energy Group 90%; Baoqing County State-owned Asset Managment Co (宝清县国有资产经营有限责任公司) 10.00%.,"National Energy Investment Group (90%), Baoqing Asset Managment (10%)",1000,Shelved,East Asia,China,Heilongjiang,46.250035,132.54726,
G109128,Shenhua Baoqing 5,神华国能宝清煤电化公司二期,Shenhua Baoqing power station,http://bit.ly/WgpJXM,Shenhua Guoneng Energy Group 90%; Baoqing County State-owned Asset Managment Co (宝清县国有资产经营有限责任公司) 10.00%.,"National Energy Investment Group (90%), Baoqing Asset Managment (10%)",1000,Shelved,East Asia,China,Heilongjiang,46.250035,132.54726,
G109129,Shenhua Baoqing 6,神华国能宝清煤电化公司二期,Shenhua Baoqing power station,http://bit.ly/WgpJXM,Shenhua Guoneng Energy Group 90%; Baoqing County State-owned Asset Managment Co (宝清县国有资产经营有限责任公司) 10.00%.,"National Energy Investment Group (90%), Baoqing Asset Managment (10%)",1000,Shelved,East Asia,China,Heilongjiang,46.250035,132.54726,
G109318,Shuangyashan-1 power station Unit 1,国电双鸭山发电公司,Shuangyashan power station,http://bit.ly/1Krm7UM,Guodian Northeast Power Co 74.4%; Heilongjian Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 25.60%.,"National Energy Investment Group (74%), Chenneng Investment Holding (26%)",210,Operating,East Asia,China,Heilongjiang,46.5629479,131.6684353,1988
G109319,Shuangyashan-1 power station Unit 2,国电双鸭山发电公司,Shuangyashan power station,http://bit.ly/1Krm7UM,Guodian Northeast Power Co 74.4%; Heilongjian Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 25.60%.,"National Energy Investment Group (74%), Chenneng Investment Holding (26%)",210,Retired,East Asia,China,Heilongjiang,46.5629479,131.6684353,1989
G109320,Shuangyashan-1 power station Unit 3,国电双鸭山发电公司,Shuangyashan power station,http://bit.ly/1Krm7UM,Guodian Northeast Power Co 74.4%; Heilongjian Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 25.60%.,"National Energy Investment Group (74%), Chenneng Investment Holding (26%)",210,Operating,East Asia,China,Heilongjiang,46.5629479,131.6684353,1991
G109321,Shuangyashan-1 power station Unit 4,国电双鸭山发电公司,Shuangyashan power station,http://bit.ly/1Krm7UM,Guodian Northeast Power Co 74.4%; Heilongjian Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 25.60%.,"National Energy Investment Group (74%), Chenneng Investment Holding (26%)",210,Operating,East Asia,China,Heilongjiang,46.5629479,131.6684353,1992
G109322,Shuangyashan-2 power station Unit 1,国电双鸭山发电公司,Shuangyashan power station,http://bit.ly/1Krm7UM,Guodian Northeast Power Co 74.4%; Heilongjian Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 25.60%.,"National Energy Investment Group (74%), Chenneng Investment Holding (26%)",600,Operating,East Asia,China,Heilongjiang,46.5629479,131.6684353,2007
G109323,Shuangyashan-2 power station Unit 2,国电双鸭山发电公司,Shuangyashan power station,http://bit.ly/1Krm7UM,Guodian Northeast Power Co 74.4%; Heilongjian Chenneng Investment Group (黑龙江辰能投资集团有限责任公司) 25.60%.,"National Energy Investment Group (74%), Chenneng Investment Holding (26%)",600,Operating,East Asia,China,Heilongjiang,46.5629479,131.6684353,2008
G113048,Wuchang Cogen power station Unit 1,天宝热力五常热电联产扩建,Wuchang Cogen power station,http://bit.ly/2DDL4QK,Wuchang Tianbao Heating Supply Co,Wuchang Tianbao Heating Supply Co,50,Construction,East Asia,China,Heilongjiang,44.928246,127.144312,
G113045,Xiangfang Cogen power station Unit 1,鑫玛热电集团香坊热电,Xiangfang Cogen power station,http://bit.ly/2PSuulv,Xiangfang Cogen Power Co,Xinma Cogen Group,80,Permitted,East Asia,China,Heilongjiang,45.702781,126.747396,
G113046,Xiangfang Cogen power station Unit 2,鑫玛热电集团香坊热电,Xiangfang Cogen power station,http://bit.ly/2PSuulv,Xiangfang Cogen Power Co,Xinma Cogen Group,80,Permitted,East Asia,China,Heilongjiang,45.702781,126.747396,
G114026,Yipin Captive power station unit 1,伊品能源热电联产,Yipin Captive power station,http://bit.ly/2VUrhWM,Heilongjiang Yipin Energy Co,"Yipin Biotech, Dorbod Asset Management",35,Operating,East Asia,China,Heilongjiang,47.732,128.908,
G114027,Yipin Captive power station unit 2,伊品能源热电联产,Yipin Captive power station,http://bit.ly/2VUrhWM,Heilongjiang Yipin Energy Co,"Yipin Biotech, Dorbod Asset Management",35,Construction,East Asia,China,Heilongjiang,47.732,128.908,
G114028,Yipin Captive power station unit 3,伊品能源热电联产,Yipin Captive power station,http://bit.ly/2VUrhWM,Heilongjiang Yipin Energy Co,"Yipin Biotech, Dorbod Asset Management",35,Construction,East Asia,China,Heilongjiang,47.732,128.908,
G101475,China Resources Gucheng power station Unit 1,华润电力河南古城公司一期,China Resources Gucheng power station,http://bit.ly/1nfCAib,China Resources Power Holdings,China Resources,320,Operating,East Asia,China,Henan,32.8720994,114.0435684,2006
G101476,China Resources Gucheng power station Unit 2,华润电力河南古城公司一期,China Resources Gucheng power station,http://bit.ly/1nfCAib,China Resources Power Holdings,China Resources,320,Operating,East Asia,China,Henan,32.8720994,114.0435684,2006
G101477,China Resources Gucheng power station Unit 3,华润电力河南古城公司二期,China Resources Gucheng power station,http://bit.ly/1nfCAib,China Resources Power Holdings,China Resources,1000,Cancelled,East Asia,China,Henan,32.8720994,114.0435684,
G101478,China Resources Gucheng power station Unit 4,华润电力河南古城公司二期,China Resources Gucheng power station,http://bit.ly/1nfCAib,China Resources Power Holdings,China Resources,1000,Cancelled,East Asia,China,Henan,32.8720994,114.0435684,
G101746,CPI Minsheng Unit 1,中电国际商丘民生热电公司,CPI Minsheng power station,http://bit.ly/1Q0gGnS,China Power International Development Ltd 100%,State Power Investment Corporation,350,Operating,East Asia,China,Henan,34.469434,115.707177,2018
G101747,CPI Minsheng Unit 2,中电国际商丘民生热电公司,CPI Minsheng power station,http://bit.ly/1Q0gGnS,China Power International Development Ltd 100%,State Power Investment Corporation,350,Construction,East Asia,China,Henan,34.469434,115.707177,2019
G101748,CPI Nanyang power station Unit 1,国家电投南阳热电公司,CPI Nanyang power station,http://bit.ly/1KzpYOx,"SPIC Henan Electric Power Co, Ltd.60%; Henan Lihua Industry Development Co (河南利华实业发展有限公司) 30.00%; Nanyang Gaoxin District Investment Co (南阳高新区投资有限公司) 10.00%.","State Power Investment Corporation (60%), Henan Lihua Industry Development (30%), Nanyang Gaoxin District Investment (10%)",210,Operating,East Asia,China,Henan,33.0306757,112.5106333,2008
G101749,CPI Nanyang power station Unit 2,国家电投南阳热电公司,CPI Nanyang power station,http://bit.ly/1KzpYOx,"SPIC Henan Electric Power Co, Ltd.60%; Henan Lihua Industry Development Co (河南利华实业发展有限公司) 30.00%; Nanyang Gaoxin District Investment Co (南阳高新区投资有限公司) 10.00%.","State Power Investment Corporation (60%), Henan Lihua Industry Development (30%), Nanyang Gaoxin District Investment (10%)",210,Operating,East Asia,China,Henan,33.0306757,112.5106333,2008
G113473,Datang Anyang-1 power station Unit 5,大唐安阳热电公司,Datang Anyang-1 power station,http://bit.ly/1V7B5Ek,Datang Henan Power Generation Co,China Datang,50,Retired,East Asia,China,Henan,36.1197548,114.2758372,
G113474,Datang Anyang-1 power station Unit 6,大唐安阳热电公司,Datang Anyang-1 power station,http://bit.ly/1V7B5Ek,Datang Henan Power Generation Co,China Datang,50,Retired,East Asia,China,Henan,36.1197548,114.2758372,
G113475,Datang Anyang-1 power station Unit 7,大唐安阳热电公司,Datang Anyang-1 power station,http://bit.ly/1V7B5Ek,Datang Henan Power Generation Co,China Datang,100,Retired,East Asia,China,Henan,36.1197548,114.2758372,1977
G113476,Datang Anyang-1 power station Unit 8,大唐安阳热电公司,Datang Anyang-1 power station,http://bit.ly/1V7B5Ek,Datang Henan Power Generation Co,China Datang,100,Retired,East Asia,China,Henan,36.1197548,114.2758372,1978
G102002,Datang Anyang-2 power station Unit 1,大唐安阳发电公司,Datang Anyang-2 power station,http://bit.ly/1V7B5Ek,Datang Henan Power Generation Co 85%; Anyang Steel & Iron Group (安阳钢铁集团有限责任公司) 10%; Anyang Economy Development Group (安阳经济开发集团有限公司) 5.00%.,"China Datang (85%), Anyang Steel & Iron Group (10%), Anyang Economy Development Group (5%)",320,Operating,East Asia,China,Henan,36.1197548,114.2758372,1997
G102003,Datang Anyang-2 power station Unit 2,大唐安阳发电公司,Datang Anyang-2 power station,http://bit.ly/1V7B5Ek,Datang Henan Power Generation Co 85%; Anyang Steel & Iron Group (安阳钢铁集团有限责任公司) 10%; Anyang Economy Development Group (安阳经济开发集团有限公司) 5.00%.,"China Datang (85%), Anyang Steel & Iron Group (10%), Anyang Economy Development Group (5%)",320,Operating,East Asia,China,Henan,36.1197548,114.2758372,1998
G102004,Datang Anyang-2 power station Unit 3,大唐安阳热电公司,Datang Anyang-2 power station,http://bit.ly/1V7B5Ek,Datang Henan Power Generation Co,China Datang,300,Operating,East Asia,China,Henan,36.1197548,114.2758372,2008
G102005,Datang Anyang-2 power station Unit 4,大唐安阳热电公司,Datang Anyang-2 power station,http://bit.ly/1V7B5Ek,Datang Henan Power Generation Co,China Datang,300,Operating,East Asia,China,Henan,36.1197548,114.2758372,2008
G102047,Datang Gongyi Power Plant Unit 1,大唐巩义发电公司,Datang Gongyi power station,http://bit.ly/1oXK2m3,Datang Henan Power Generation Co 51%; Vimetco 49%.,"China Datang (51%), Vimetco (49%)",660,Construction,East Asia,China,Henan,34.791022,113.10459,2018
G102048,Datang Gongyi Power Plant Unit 2,大唐巩义发电公司,Datang Gongyi power station,http://bit.ly/1oXK2m3,Datang Henan Power Generation Co 51%; Vimetco 49%.,"China Datang (51%), Vimetco (49%)",660,Construction,East Asia,China,Henan,34.791022,113.10459,2018
G102109,Datang Linzhou Unit 1,大唐林州热电公司,Datang Linzhou power station,http://bit.ly/2a9hHuc,Datang Henan Power Generation Co 80%; Linzhou Linfeng Aluminum Power Co (林州市林丰铝电有限责任公司) 20%. ,"China Datang (80%), Vimetco (20%)",350,Operating,East Asia,China,Henan,36.108723,113.863586,2011
G102110,Datang Linzhou Unit 2,大唐林州热电公司,Datang Linzhou power station,http://bit.ly/2a9hHuc,Datang Henan Power Generation Co 80%; Linzhou Linfeng Aluminum Power Co (林州市林丰铝电有限责任公司) 20%. ,"China Datang (80%), Vimetco (20%)",350,Operating,East Asia,China,Henan,36.108723,113.863586,2011
G102113,Datang Luoyang power station Unit 10,大唐洛阳热电公司,Datang Luoyang power station,http://bit.ly/1NLI05K,Datang Henan Power Generation Co 50%; Shaanxi Coal and Chemical Industry Group 50%.,"China Datang, Shaanxi Coal and Chemical Industry Group",75,Operating,East Asia,China,Henan,34.6817111,112.3777986,2001
G102114,Datang Luoyang power station Unit 11,大唐洛阳热电公司,Datang Luoyang power station,http://bit.ly/1NLI05K,Datang Henan Power Generation Co 50%; Shaanxi Coal and Chemical Industry Group 50%.,"China Datang, Shaanxi Coal and Chemical Industry Group",320,Operating,East Asia,China,Henan,34.6817111,112.3777986,2005
G102115,Datang Luoyang power station Unit 12,大唐洛阳热电公司,Datang Luoyang power station,http://bit.ly/1NLI05K,Datang Henan Power Generation Co 50%; Shaanxi Coal and Chemical Industry Group 50%.,"China Datang, Shaanxi Coal and Chemical Industry Group",320,Operating,East Asia,China,Henan,34.6817111,112.3777986,2005
G102116,Datang Luoyang power station Unit 8,大唐洛阳热电公司,Datang Luoyang power station,http://bit.ly/1NLI05K,Datang Henan Power Generation Co 50%; Shaanxi Coal and Chemical Industry Group 50%.,"China Datang, Shaanxi Coal and Chemical Industry Group",165,Operating,East Asia,China,Henan,34.6817111,112.3777986,1999
G102117,Datang Luoyang power station Unit 9,大唐洛阳热电公司,Datang Luoyang power station,http://bit.ly/1NLI05K,Datang Henan Power Generation Co 50%; Shaanxi Coal and Chemical Industry Group 50%.,"China Datang, Shaanxi Coal and Chemical Industry Group",165,Operating,East Asia,China,Henan,34.6817111,112.3777986,1999
G102153,Datang Sanmenxia power station Unit 1,大唐三门峡华阳发电公司一期,Datang Sanmenxia power station,http://bit.ly/1RFDXvV,Datang Henan Power Generation Co 55%; Henan Investment Group 40%; Sanmenxia Construction Investment Certer (三门峡市建设投资中心) 5%.,"China Datang (55%), Henan Investment Group (40%), Sanmenxia Investment (5%)",320,Operating,East Asia,China,Henan,34.6855176,111.0274363,1995
G102154,Datang Sanmenxia power station Unit 2,大唐三门峡华阳发电公司一期,Datang Sanmenxia power station,http://bit.ly/1RFDXvV,Datang Henan Power Generation Co 55%; Henan Investment Group 40%; Sanmenxia Construction Investment Certer (三门峡市建设投资中心) 5%.,"China Datang (55%), Henan Investment Group (40%), Sanmenxia Investment (5%)",320,Operating,East Asia,China,Henan,34.6855176,111.0274363,1996
G102155,Datang Sanmenxia power station Unit 3,大唐三门峡发电公司二期,Datang Sanmenxia power station,http://bit.ly/1RFDXvV,Datang Henan Power Generation Co 60%; Sanmenxia Construction Investment Certer (三门峡市建设投资中心) 40%.,"China Datang (60%), Sanmenxia Investment (40%)",630,Operating,East Asia,China,Henan,34.6855176,111.0274363,2006
G102156,Datang Sanmenxia power station Unit 4,大唐三门峡发电公司二期,Datang Sanmenxia power station,http://bit.ly/1RFDXvV,Datang Henan Power Generation Co 60%; Sanmenxia Construction Investment Certer (三门峡市建设投资中心) 40%.,"China Datang (60%), Sanmenxia Investment (40%)",630,Operating,East Asia,China,Henan,34.6855176,111.0274363,2006
G102157,Datang Sanmenxia power station Unit 5,大唐三门峡电力公司上大压小三期,Datang Sanmenxia power station,http://bit.ly/1RFDXvV,Datang Henan Power Generation Co 65%; Shaanxi Coal and Chemical Industry Group 30%; Sanmenxia Construction Investment Certer (三门峡市建设投资中心) 5%.,"China Datang (65%), Shaanxi Coal and Chemical Industry Group (30%), Sanmenxia Investment (5%)",1000,Operating,East Asia,China,Henan,34.6855176,111.0274363,2017
G102158,Datang Sanmenxia power station Unit 6,大唐三门峡电力公司上大压小三期,Datang Sanmenxia power station,http://bit.ly/1RFDXvV,Datang Henan Power Generation Co 65%; Shaanxi Coal and Chemical Industry Group 30%; Sanmenxia Construction Investment Certer (三门峡市建设投资中心) 5%.,"China Datang (65%), Shaanxi Coal and Chemical Industry Group (30%), Sanmenxia Investment (5%)",1000,Shelved,East Asia,China,Henan,34.6855176,111.0274363,
G102213,Datang Xinyang power station Unit 1,大唐信阳发电公司一期,Datang Xinyang power station,http://bit.ly/1G4C7u4,Datang Henan Power Generation Co 51%; Shaanxi Coal and Chemical Industry Group 48%; Henan Investment Group 1%.,"China Datang (51%), Shaanxi Coal and Chemical Industry Group (48%), Henan Investment Group (1%)",300,Operating,East Asia,China,Henan,32.109018,114.140877,2001
G102214,Datang Xinyang power station Unit 2,大唐信阳发电公司一期,Datang Xinyang power station,http://bit.ly/1G4C7u4,Shaanxi Coal and Chemical Industry Group 51%; Datang Henan Power Generation Co 48%; Xinyang Huaxin Investment Group (信阳华信投资集团有限责任公司) 1.00%.,"China Datang (51%), Shaanxi Coal and Chemical Industry Group (48%), Henan Investment Group (1%)",320,Operating,East Asia,China,Henan,32.109018,114.140877,2001
G102215,Datang Xinyang power station Unit 3,大唐信阳发电公司二期,Datang Xinyang power station,http://bit.ly/1G4C7u4,Shaanxi Coal and Chemical Industry Group 51%; Datang Henan Power Generation Co 48%; Xinyang Huaxin Investment Group (信阳华信投资集团有限责任公司) 1.00%.,"China Datang (51%), Shaanxi Coal and Chemical Industry Group (48%), Henan Investment Group (1%)",660,Operating,East Asia,China,Henan,32.109018,114.140877,2009
G102216,Datang Xinyang power station Unit 4,大唐信阳发电公司二期,Datang Xinyang power station,http://bit.ly/1G4C7u4,Datang Henan Power Generation Co 51%; Shaanxi Coal and Chemical Industry Group 48%; Henan Investment Group 1%.,"China Datang (51%), Shaanxi Coal and Chemical Industry Group (48%), Henan Investment Group (1%)",660,Operating,East Asia,China,Henan,32.109018,114.140877,2009
G102300,Dengfeng-1 power station Unit 10,登电集团郑州荣奇（俱进）热电能源公司,Dengfeng-1 power station,http://bit.ly/1iO8dW7,Dengfeng Power Plant Group Co,Dengfeng Power Plant Group,210,Operating,East Asia,China,Henan,34.373913,113.055505,2005
G102301,Dengfeng-1 power station Unit 11,登电集团郑州荣奇（俱进）热电能源公司,Dengfeng-1 power station,http://bit.ly/1iO8dW7,Dengfeng Power Plant Group Co,Dengfeng Power Plant Group,210,Operating,East Asia,China,Henan,34.373913,113.055505,2005
G102302,Dengfeng-1 power station Unit 5,登电集团自备电厂,Dengfeng-1 power station,http://bit.ly/1iO8dW7,Dengfeng Power Plant Group Co,Dengfeng Power Plant Group,60,Retired,East Asia,China,Henan,34.373913,113.055505,1995
G102303,Dengfeng-1 power station Unit 6,登电集团自备电厂,Dengfeng-1 power station,http://bit.ly/1iO8dW7,Dengfeng Power Plant Group Co,Dengfeng Power Plant Group,60,Retired,East Asia,China,Henan,34.373913,113.055505,1995
G102304,Dengfeng-1 power station Unit 7,登电集团自备电厂,Dengfeng-1 power station,http://bit.ly/1iO8dW7,Dengfeng Power Plant Group Co,Dengfeng Power Plant Group,50,Retired,East Asia,China,Henan,34.373913,113.055505,1995
G102305,Dengfeng-1 power station Unit 8,登电集团自备电厂,Dengfeng-1 power station,http://bit.ly/1iO8dW7,Dengfeng Power Plant Group Co,Dengfeng Power Plant Group,50,Retired,East Asia,China,Henan,34.373913,113.055505,1995
G102306,Dengfeng-1 power station Unit 9,登电集团自备电厂,Dengfeng-1 power station,http://bit.ly/1iO8dW7,Dengfeng Power Plant Group Co,Dengfeng Power Plant Group,200,Retired,East Asia,China,Henan,34.373913,113.055505,2005
G102307,Dengfeng-2 power station Unit 1,华润电力登封公司一期,Dengfeng-2 power station,http://bit.ly/1J7YkfF,China Resources Power Holdings 75%; Dengfeng Power Group (登封电厂集团) 25%.,"China Resources (75%), Dengfeng Power Plant Group (25%)",320,Operating,East Asia,China,Henan,34.39274,113.19878,2004
G102308,Dengfeng-2 power station Unit 2,华润电力登封公司一期,Dengfeng-2 power station,http://bit.ly/1J7YkfF,China Resources Power Holdings 75%; Dengfeng Power Group (登封电厂集团) 25%.,"China Resources (75%), Dengfeng Power Plant Group (25%)",320,Operating,East Asia,China,Henan,34.39274,113.19878,2004
